testDate,expression,movement,quality,benchmarkPct,pid
30/10/2024,isometric,jump,take off,0.444,1
06/11/2024,isometric,sprint,max velocity,0.68,1
18/11/2024,dynamic,agility,acceleration,0.47,1
24/11/2024,isometric,jump,pre-load,0.799,1
02/12/2024,isometric,jump,land,0.42,1
12/12/2024,dynamic,upper body,pull,0.876,1
17/12/2024,dynamic,jump,land,0.728,1
18/12/2024,isometric,sprint,max velocity,0.685,1
22/12/2024,dynamic,agility,deceleration,0.876,1
23/12/2024,dynamic,sprint,acceleration,0.498,1
25/12/2024,isometric,upper body,push,0.876,1
28/12/2024,isometric,agility,rotate,0.6705,1
03/01/2025,dynamic,upper body,push,0.498,1
19/01/2025,isometric,agility,acceleration,0.7475,1
26/01/2025,isometric,sprint,max velocity,0.749,1
27/01/2025,isometric,upper body,grapple,0.6675,1
30/01/2025,isometric,agility,rotate,0.6445,1
11/02/2025,dynamic,jump,take off,0.68,1
27/02/2025,isometric,agility,acceleration,0.79,1
04/03/2025,dynamic,sprint,acceleration,0.495,1
05/07/2023,dynamic,upper body,push,0.32,1
06/07/2023,isometric,sprint,max velocity,,1
12/07/2023,isometric,upper body,grapple,,1
18/07/2023,isometric,sprint,max velocity,,1
30/07/2023,dynamic,agility,acceleration,0.395,1
03/08/2023,isometric,jump,take off,,1
07/08/2023,isometric,jump,pre-load,,1
16/08/2023,dynamic,jump,land,0.69,1
30/08/2023,isometric,upper body,push,,1
04/09/2023,isometric,jump,pre-load,0.52,1
06/09/2023,isometric,agility,rotate,,1
26/09/2023,dynamic,jump,pre-load,0.49,1
29/09/2023,dynamic,jump,pre-load,0.487,1
03/10/2023,isometric,upper body,pull,,1
14/10/2023,isometric,upper body,push,,1
22/10/2023,isometric,upper body,grapple,,1
26/10/2023,dynamic,jump,take off,0.6955,1
28/10/2023,isometric,jump,take off,,1
29/10/2023,dynamic,upper body,push,0.4305,1
19/11/2023,isometric,agility,rotate,,1
23/11/2023,dynamic,upper body,push,0.4305,1
17/12/2023,dynamic,jump,land,0.68,1
21/12/2023,dynamic,jump,land,0.674,1
19/01/2024,isometric,sprint,max velocity,,1
02/02/2024,dynamic,upper body,pull,0.899,1
02/02/2024,isometric,sprint,max velocity,,1
10/02/2024,isometric,upper body,grapple,,1
19/02/2024,dynamic,jump,pre-load,0.476,1
14/03/2024,isometric,upper body,grapple,,1
17/03/2024,dynamic,jump,land,0.668,1
25/03/2024,isometric,upper body,push,0.704,1
28/03/2024,isometric,agility,acceleration,0.52,1
09/04/2024,isometric,agility,rotate,,1
07/05/2024,isometric,upper body,grapple,,1
20/05/2024,dynamic,jump,take off,0.62,1
25/05/2024,isometric,jump,land,,1
31/05/2024,isometric,agility,deceleration,1.1365,1
01/06/2024,dynamic,jump,land,0.664,1
04/06/2024,dynamic,agility,acceleration,0.43,1
09/06/2024,dynamic,upper body,pull,0.876,1
10/06/2024,dynamic,jump,pre-load,0.4655,1
18/06/2024,isometric,jump,pre-load,0.49,1
21/06/2024,dynamic,agility,acceleration,0.436,1
29/06/2024,isometric,sprint,acceleration,0.49,1
11/07/2024,isometric,jump,land,0.42,1
17/07/2024,isometric,upper body,push,0.922,1
18/07/2024,isometric,jump,pre-load,0.685,1
23/07/2024,isometric,jump,land,0.39,1
07/08/2024,isometric,upper body,pull,,1
13/09/2024,isometric,jump,land,0.368,1
13/09/2024,isometric,upper body,push,0.936,1
20/09/2024,isometric,agility,deceleration,0.869,1
22/09/2024,isometric,jump,pre-load,0.72,1
25/09/2024,dynamic,sprint,acceleration,0.494,1
25/09/2024,isometric,sprint,max velocity,0.6975,1
30/09/2024,isometric,upper body,pull,,1
18/10/2024,isometric,sprint,acceleration,0.72,1
26/10/2024,isometric,jump,take off,0.444,1
31/10/2024,isometric,upper body,push,0.936,1
12/11/2024,isometric,agility,deceleration,0.866,1
15/11/2024,isometric,sprint,acceleration,0.7515,1
20/11/2024,dynamic,jump,pre-load,0.57,1
22/11/2024,dynamic,agility,acceleration,0.47,1
02/12/2024,dynamic,sprint,acceleration,0.498,1
06/12/2024,isometric,agility,acceleration,0.796,1
08/12/2024,isometric,sprint,max velocity,0.685,1
09/12/2024,dynamic,agility,deceleration,0.876,1
09/12/2024,dynamic,sprint,max velocity,0.662,1
25/12/2024,isometric,agility,deceleration,0.9155,1
17/01/2025,dynamic,sprint,acceleration,0.5,1
21/01/2025,dynamic,sprint,acceleration,0.5,1
15/02/2025,dynamic,jump,take off,0.68,1
03/03/2025,dynamic,jump,take off,0.6895,1
04/03/2025,isometric,agility,acceleration,0.787,1
05/03/2025,dynamic,agility,deceleration,0.88,1
07/07/2023,dynamic,agility,acceleration,0.32,1
10/07/2023,isometric,agility,rotate,,1
11/07/2023,isometric,jump,take off,,1
17/07/2023,dynamic,jump,take off,0.74,1
23/07/2023,dynamic,agility,deceleration,0.8525,1
01/08/2023,isometric,sprint,acceleration,,1
02/08/2023,dynamic,agility,deceleration,0.8525,1
07/08/2023,isometric,agility,acceleration,,1
07/08/2023,dynamic,sprint,max velocity,0.67,1
15/08/2023,dynamic,jump,land,0.69,1
22/08/2023,isometric,agility,deceleration,1.0395,1
27/08/2023,isometric,sprint,max velocity,,1
31/08/2023,isometric,jump,pre-load,0.52,1
07/09/2023,isometric,upper body,grapple,,1
09/09/2023,isometric,upper body,grapple,,1
13/09/2023,isometric,upper body,pull,,1
16/09/2023,isometric,agility,deceleration,1.0395,1
18/09/2023,isometric,sprint,max velocity,,1
25/09/2023,dynamic,upper body,push,0.4305,1
02/10/2023,isometric,jump,pre-load,0.52,1
09/10/2023,isometric,agility,rotate,,1
29/10/2023,dynamic,agility,deceleration,0.871,1
11/11/2023,isometric,agility,acceleration,0.52,1
13/11/2023,dynamic,upper body,push,0.43,1
15/11/2023,dynamic,agility,deceleration,0.871,1
26/11/2023,isometric,agility,rotate,,1
01/12/2023,isometric,upper body,grapple,,1
01/12/2023,dynamic,agility,deceleration,0.87,1
18/12/2023,isometric,jump,take off,,1
19/12/2023,isometric,sprint,max velocity,,1
25/12/2023,isometric,upper body,grapple,,1
28/12/2023,isometric,upper body,pull,,1
01/01/2024,dynamic,jump,pre-load,0.484,1
02/01/2024,isometric,jump,pre-load,0.52,1
04/01/2024,isometric,agility,deceleration,1.112,1
10/01/2024,dynamic,agility,acceleration,0.43,1
15/01/2024,dynamic,agility,acceleration,0.43,1
22/01/2024,isometric,jump,take off,,1
23/01/2024,dynamic,agility,deceleration,0.879,1
27/01/2024,dynamic,upper body,pull,0.879,1
27/01/2024,dynamic,agility,deceleration,0.879,1
28/01/2024,isometric,agility,rotate,,1
01/02/2024,isometric,upper body,push,0.772,1
04/02/2024,isometric,jump,take off,,1
05/02/2024,dynamic,jump,pre-load,0.53,1
11/02/2024,dynamic,sprint,acceleration,0.4345,1
17/02/2024,dynamic,upper body,pull,0.89,1
18/02/2024,dynamic,jump,pre-load,0.476,1
18/02/2024,isometric,agility,deceleration,1.148,1
26/02/2024,isometric,upper body,push,0.704,1
26/02/2024,dynamic,sprint,max velocity,0.637,1
05/03/2024,isometric,sprint,max velocity,,1
09/03/2024,isometric,upper body,push,0.704,1
15/03/2024,isometric,upper body,grapple,,1
16/03/2024,dynamic,sprint,max velocity,0.637,1
20/03/2024,isometric,upper body,push,0.704,1
21/03/2024,isometric,upper body,pull,,1
22/03/2024,dynamic,jump,take off,0.6525,1
26/03/2024,dynamic,sprint,acceleration,0.4445,1
24/04/2024,isometric,jump,take off,,1
25/04/2024,dynamic,sprint,max velocity,0.628,1
26/04/2024,dynamic,upper body,pull,0.89,1
06/06/2024,isometric,sprint,acceleration,0.49,1
08/06/2024,dynamic,agility,acceleration,0.43,1
11/06/2024,dynamic,jump,take off,0.62,1
13/06/2024,dynamic,upper body,push,0.43,1
18/06/2024,dynamic,upper body,pull,0.89,1
18/06/2024,dynamic,sprint,acceleration,0.43,1
24/06/2024,isometric,sprint,acceleration,0.49,1
26/06/2024,dynamic,agility,deceleration,0.89,1
02/07/2024,isometric,agility,acceleration,0.46,1
05/07/2024,isometric,jump,take off,0.1,1
06/07/2024,dynamic,jump,land,0.652,1
16/07/2024,isometric,jump,land,0.3975,1
28/07/2024,isometric,agility,rotate,0.278,1
13/08/2024,isometric,upper body,pull,,1
02/09/2024,isometric,agility,rotate,0.6405,1
03/09/2024,isometric,jump,take off,0.33,1
04/09/2024,isometric,sprint,acceleration,0.729,1
16/09/2024,dynamic,jump,land,0.6495,1
20/09/2024,dynamic,jump,take off,0.7055,1
28/09/2024,isometric,jump,pre-load,0.72,1
29/09/2024,isometric,jump,pre-load,0.72,1
16/10/2024,isometric,jump,take off,0.426,1
03/11/2024,dynamic,agility,acceleration,0.486,1
05/11/2024,isometric,upper body,grapple,0.6795,1
08/11/2024,isometric,agility,deceleration,0.866,1
10/11/2024,isometric,agility,deceleration,0.866,1
20/11/2024,isometric,agility,rotate,0.6895,1
04/12/2024,dynamic,upper body,push,0.498,1
06/12/2024,dynamic,upper body,pull,0.876,1
25/12/2024,dynamic,sprint,max velocity,0.6645,1
28/12/2024,isometric,jump,land,0.42,1
31/12/2024,dynamic,sprint,acceleration,0.498,1
03/01/2025,dynamic,upper body,pull,0.856,1
04/01/2025,isometric,agility,deceleration,0.92,1
05/01/2025,isometric,agility,rotate,0.6705,1
09/01/2025,isometric,agility,acceleration,0.79,1
18/01/2025,dynamic,agility,acceleration,0.5,1
07/02/2025,isometric,upper body,push,0.96,1
12/02/2025,isometric,sprint,max velocity,0.728,1
27/02/2025,isometric,jump,land,0.3955,1
02/03/2025,dynamic,agility,acceleration,0.495,1
05/03/2025,isometric,upper body,grapple,0.6385,1
12/03/2025,dynamic,agility,acceleration,0.49,1
06/07/2023,isometric,jump,take off,,1
11/07/2023,isometric,jump,land,,1
25/07/2023,isometric,upper body,grapple,,1
03/08/2023,dynamic,upper body,push,0.39,1
06/08/2023,dynamic,upper body,push,0.39,1
07/08/2023,dynamic,jump,take off,0.7365,1
15/08/2023,isometric,upper body,push,,1
20/08/2023,dynamic,jump,pre-load,0.516,1
24/08/2023,isometric,upper body,grapple,,1
29/08/2023,dynamic,agility,acceleration,0.388,1
29/08/2023,dynamic,sprint,acceleration,0.388,1
08/09/2023,dynamic,agility,acceleration,0.388,1
12/09/2023,dynamic,upper body,pull,0.877,1
13/09/2023,isometric,jump,take off,,1
01/10/2023,isometric,agility,acceleration,0.52,1
11/10/2023,dynamic,sprint,acceleration,0.4305,1
16/10/2023,dynamic,agility,acceleration,0.4305,1
17/10/2023,isometric,jump,take off,,1
18/10/2023,dynamic,agility,deceleration,0.871,1
25/10/2023,isometric,upper body,pull,,1
29/10/2023,isometric,agility,acceleration,0.52,1
02/11/2023,dynamic,upper body,push,0.4305,1
05/11/2023,dynamic,upper body,pull,0.871,1
06/11/2023,isometric,agility,rotate,,1
09/11/2023,isometric,upper body,pull,,1
18/11/2023,isometric,agility,rotate,,1
17/12/2023,dynamic,sprint,acceleration,0.43,1
22/12/2023,isometric,agility,deceleration,1.112,1
25/12/2023,dynamic,upper body,pull,0.87,1
25/12/2023,dynamic,sprint,acceleration,0.43,1
26/12/2023,isometric,sprint,acceleration,0.52,1
27/12/2023,isometric,upper body,push,0.664,1
27/12/2023,dynamic,sprint,max velocity,0.634,1
31/12/2023,isometric,upper body,pull,,1
01/01/2024,dynamic,jump,land,0.674,1
23/01/2024,dynamic,sprint,acceleration,0.4345,1
24/01/2024,isometric,agility,acceleration,0.52,1
08/02/2024,isometric,upper body,push,0.772,1
10/02/2024,isometric,jump,take off,,1
22/02/2024,isometric,agility,acceleration,0.52,1
27/02/2024,isometric,agility,deceleration,1.148,1
02/03/2024,dynamic,agility,deceleration,0.89,1
08/03/2024,dynamic,agility,acceleration,0.4445,1
11/03/2024,isometric,upper body,grapple,,1
17/03/2024,dynamic,sprint,acceleration,0.4445,1
30/03/2024,isometric,upper body,grapple,,1
31/03/2024,isometric,jump,pre-load,0.52,1
13/04/2024,dynamic,upper body,pull,0.89,1
19/04/2024,isometric,jump,pre-load,0.52,1
20/04/2024,isometric,agility,deceleration,1.1365,1
28/04/2024,isometric,agility,acceleration,0.52,1
09/05/2024,isometric,jump,land,,1
14/05/2024,isometric,upper body,pull,,1
14/05/2024,isometric,upper body,push,0.704,1
16/05/2024,dynamic,jump,pre-load,0.483,1
18/05/2024,isometric,jump,pre-load,0.49,1
28/05/2024,dynamic,agility,acceleration,0.43,1
18/06/2024,dynamic,sprint,max velocity,0.625,1
24/06/2024,isometric,jump,pre-load,0.49,1
28/06/2024,isometric,upper body,pull,,1
06/07/2024,dynamic,upper body,pull,0.89,1
06/07/2024,isometric,sprint,acceleration,0.46,1
17/07/2024,isometric,agility,acceleration,0.685,1
22/07/2024,dynamic,agility,deceleration,0.855,1
25/08/2024,dynamic,sprint,acceleration,0.428,1
01/09/2024,dynamic,sprint,max velocity,0.6795,1
05/09/2024,isometric,sprint,acceleration,0.7275,1
07/09/2024,isometric,upper body,grapple,0.6315,1
12/09/2024,isometric,agility,rotate,0.6315,1
24/09/2024,dynamic,agility,acceleration,0.494,1
27/09/2024,isometric,jump,land,0.426,1
28/09/2024,isometric,upper body,pull,,1
29/09/2024,dynamic,upper body,pull,0.896,1
30/09/2024,dynamic,jump,land,0.648,1
05/10/2024,dynamic,jump,land,0.648,1
06/10/2024,isometric,agility,acceleration,0.6925,1
10/11/2024,isometric,jump,land,0.39,1
26/11/2024,dynamic,jump,take off,0.69,1
27/11/2024,dynamic,upper body,pull,0.88,1
28/11/2024,dynamic,upper body,push,0.47,1
01/12/2024,isometric,sprint,acceleration,0.79,1
02/12/2024,isometric,upper body,pull,,1
03/12/2024,dynamic,sprint,max velocity,0.662,1
11/12/2024,isometric,jump,take off,0.4,1
14/12/2024,dynamic,sprint,max velocity,0.658,1
20/12/2024,isometric,sprint,acceleration,0.796,1
05/01/2025,isometric,jump,pre-load,0.79,1
07/01/2025,isometric,jump,pre-load,0.79,1
16/01/2025,dynamic,upper body,push,0.5,1
03/02/2025,isometric,sprint,max velocity,0.749,1
05/02/2025,isometric,upper body,pull,0.8125,1
22/02/2025,dynamic,upper body,push,0.495,1
17/07/2023,isometric,agility,acceleration,,1
20/07/2023,dynamic,sprint,acceleration,0.33,1
04/08/2023,dynamic,sprint,acceleration,0.39,1
31/08/2023,isometric,agility,acceleration,0.52,1
15/09/2023,dynamic,sprint,max velocity,0.5845,1
21/09/2023,isometric,jump,land,,1
22/09/2023,dynamic,agility,acceleration,0.4305,1
25/09/2023,isometric,upper body,grapple,,1
05/10/2023,isometric,jump,take off,,1
10/10/2023,isometric,agility,acceleration,0.52,1
13/10/2023,dynamic,upper body,pull,0.871,1
15/10/2023,dynamic,agility,acceleration,0.4305,1
20/10/2023,isometric,upper body,push,0.67,1
23/10/2023,isometric,agility,acceleration,0.52,1
27/10/2023,isometric,sprint,acceleration,0.52,1
13/11/2023,dynamic,upper body,pull,0.871,1
21/11/2023,isometric,jump,pre-load,0.52,1
22/11/2023,isometric,upper body,pull,,1
27/11/2023,isometric,jump,take off,,1
06/12/2023,isometric,upper body,push,0.664,1
06/12/2023,isometric,sprint,acceleration,0.52,1
13/12/2023,dynamic,agility,acceleration,0.43,1
19/12/2023,isometric,jump,land,,1
23/12/2023,dynamic,agility,acceleration,0.43,1
28/12/2023,isometric,jump,land,,1
28/12/2023,dynamic,sprint,acceleration,0.426,1
28/12/2023,isometric,sprint,max velocity,,1
10/01/2024,isometric,sprint,acceleration,0.52,1
11/01/2024,isometric,upper body,push,0.687,1
02/02/2024,dynamic,jump,take off,0.64,1
03/02/2024,isometric,upper body,pull,,1
04/02/2024,dynamic,sprint,max velocity,0.646,1
08/02/2024,isometric,jump,pre-load,0.52,1
12/02/2024,isometric,agility,acceleration,0.52,1
13/02/2024,isometric,sprint,max velocity,,1
29/02/2024,dynamic,jump,land,0.668,1
13/03/2024,dynamic,jump,pre-load,0.524,1
29/03/2024,isometric,agility,acceleration,0.52,1
30/03/2024,isometric,agility,deceleration,1.138,1
04/04/2024,isometric,upper body,grapple,,1
15/04/2024,isometric,agility,deceleration,1.1365,1
18/04/2024,dynamic,upper body,push,0.43,1
21/04/2024,dynamic,jump,land,0.655,1
01/05/2024,isometric,agility,deceleration,1.1365,1
06/05/2024,dynamic,sprint,max velocity,0.628,1
10/05/2024,dynamic,upper body,push,0.43,1
13/05/2024,dynamic,agility,deceleration,0.876,1
18/05/2024,dynamic,jump,pre-load,0.4555,1
19/05/2024,dynamic,jump,pre-load,0.4555,1
19/05/2024,dynamic,upper body,push,0.43,1
23/05/2024,dynamic,upper body,pull,0.876,1
26/05/2024,isometric,upper body,pull,,1
27/05/2024,dynamic,upper body,pull,0.876,1
12/06/2024,isometric,agility,acceleration,0.49,1
12/06/2024,dynamic,agility,deceleration,0.876,1
13/06/2024,isometric,sprint,acceleration,0.49,1
25/06/2024,dynamic,jump,pre-load,0.4655,1
30/06/2024,dynamic,jump,land,0.723,1
05/07/2024,isometric,agility,rotate,,1
20/07/2024,isometric,upper body,grapple,0.278,1
25/07/2024,dynamic,jump,pre-load,0.466,1
12/08/2024,dynamic,upper body,pull,0.852,1
21/08/2024,isometric,jump,land,0.363,1
28/08/2024,dynamic,jump,land,0.641,1
04/09/2024,dynamic,upper body,pull,0.9,1
06/09/2024,isometric,agility,rotate,0.6315,1
10/09/2024,isometric,jump,pre-load,0.7275,1
12/09/2024,dynamic,upper body,pull,0.9,1
15/09/2024,isometric,agility,acceleration,0.7275,1
19/09/2024,isometric,sprint,max velocity,0.6975,1
21/09/2024,dynamic,sprint,max velocity,0.6765,1
07/10/2024,dynamic,agility,deceleration,0.896,1
20/10/2024,dynamic,jump,land,0.666,1
31/10/2024,dynamic,sprint,acceleration,0.486,1
02/11/2024,isometric,sprint,max velocity,0.68,1
04/11/2024,dynamic,agility,acceleration,0.486,1
12/11/2024,isometric,sprint,max velocity,0.6325,1
18/11/2024,dynamic,sprint,max velocity,0.6635,1
19/11/2024,isometric,agility,rotate,0.6895,1
26/11/2024,dynamic,sprint,max velocity,0.662,1
06/12/2024,dynamic,jump,pre-load,0.557,1
06/12/2024,isometric,sprint,max velocity,0.685,1
16/12/2024,dynamic,jump,pre-load,0.557,1
24/12/2024,isometric,upper body,pull,0.46,1
25/12/2024,dynamic,jump,pre-load,0.5305,1
25/12/2024,isometric,sprint,acceleration,0.79,1
27/12/2024,isometric,agility,acceleration,0.79,1
29/12/2024,isometric,upper body,push,0.876,1
06/01/2025,isometric,sprint,max velocity,0.664,1
09/01/2025,dynamic,jump,land,0.7365,1
22/01/2025,isometric,jump,pre-load,0.7475,1
22/01/2025,isometric,agility,deceleration,0.955,1
28/01/2025,dynamic,jump,take off,0.69,1
29/01/2025,isometric,sprint,max velocity,0.749,1
30/01/2025,dynamic,jump,pre-load,0.53,1
24/02/2025,isometric,agility,deceleration,0.96,1
10/03/2025,isometric,jump,land,0.3955,1
02/07/2023,dynamic,agility,deceleration,0.842,1
12/07/2023,dynamic,jump,pre-load,0.662,1
14/07/2023,isometric,agility,acceleration,,1
18/07/2023,isometric,upper body,pull,,1
21/07/2023,dynamic,upper body,pull,0.8525,1
13/08/2023,isometric,agility,acceleration,,1
21/08/2023,isometric,jump,land,,1
02/09/2023,isometric,jump,take off,,1
10/09/2023,dynamic,upper body,push,0.388,1
11/09/2023,isometric,agility,acceleration,0.52,1
12/09/2023,isometric,upper body,grapple,,1
18/09/2023,isometric,sprint,acceleration,0.52,1
20/09/2023,isometric,agility,rotate,,1
30/09/2023,dynamic,jump,take off,0.711,1
08/10/2023,dynamic,jump,land,0.6615,1
08/10/2023,isometric,upper body,pull,,1
10/10/2023,isometric,jump,land,,1
11/10/2023,isometric,sprint,acceleration,0.52,1
13/10/2023,isometric,jump,land,,1
15/10/2023,isometric,sprint,max velocity,,1
19/10/2023,dynamic,jump,land,0.6615,1
20/10/2023,isometric,sprint,acceleration,0.52,1
24/10/2023,isometric,agility,acceleration,0.52,1
01/11/2023,dynamic,sprint,acceleration,0.4305,1
03/11/2023,isometric,agility,rotate,,1
10/11/2023,isometric,jump,pre-load,0.52,1
12/12/2023,isometric,upper body,push,0.664,1
16/12/2023,dynamic,upper body,pull,0.87,1
17/12/2023,isometric,jump,take off,,1
18/12/2023,dynamic,upper body,push,0.43,1
02/01/2024,dynamic,jump,land,0.674,1
03/01/2024,dynamic,jump,take off,0.64,1
17/01/2024,dynamic,agility,acceleration,0.43,1
26/01/2024,isometric,upper body,grapple,,1
28/01/2024,dynamic,sprint,acceleration,0.4345,1
30/01/2024,dynamic,sprint,acceleration,0.4345,1
31/01/2024,dynamic,sprint,max velocity,0.646,1
09/02/2024,dynamic,sprint,max velocity,0.637,1
11/02/2024,isometric,jump,take off,,1
13/02/2024,dynamic,agility,deceleration,0.89,1
23/02/2024,dynamic,upper body,pull,0.89,1
27/02/2024,dynamic,upper body,push,0.4445,1
06/03/2024,dynamic,sprint,max velocity,0.637,1
26/03/2024,dynamic,jump,take off,0.6525,1
28/03/2024,isometric,sprint,max velocity,,1
19/04/2024,isometric,upper body,grapple,,1
19/04/2024,isometric,agility,deceleration,1.1365,1
20/04/2024,dynamic,sprint,acceleration,0.43,1
23/04/2024,isometric,upper body,pull,,1
24/04/2024,dynamic,agility,acceleration,0.43,1
11/05/2024,isometric,agility,acceleration,0.52,1
21/05/2024,dynamic,jump,land,0.664,1
27/05/2024,isometric,upper body,pull,,1
01/06/2024,isometric,upper body,push,0.704,1
07/06/2024,isometric,upper body,grapple,,1
12/06/2024,dynamic,jump,take off,0.62,1
18/06/2024,isometric,upper body,grapple,,1
30/06/2024,isometric,jump,land,,1
04/07/2024,isometric,sprint,acceleration,0.46,1
14/07/2024,isometric,agility,deceleration,1.0395,1
21/07/2024,dynamic,jump,take off,0.7,1
22/07/2024,dynamic,jump,take off,0.709,1
26/07/2024,isometric,upper body,push,0.892,1
28/07/2024,isometric,agility,acceleration,0.685,1
07/08/2024,isometric,agility,acceleration,0.7305,1
11/08/2024,dynamic,upper body,push,0.428,1
